neighborhood,sqft_living,sqft_lot,bedrooms,bathrooms,floors,has_basement,basement_sqft,garage_cars,has_pool,year_built,house_age_years,renovated,condition_score,quality_grade,school_rating,crime_rate_per_1000,dist_city_center_km,dist_school_km,dist_hospital_km,property_tax_rate_pct,hoa_monthly_usd,market_trend,price_usd
Industrial,1738,7371,4,3,1.0,0,0,1,0,1959,65,0,6,1,1.8,5.8,21.77,9.92,17.29,1.184,0,Stable,351800
Industrial,4408,9309,6,4,2.0,0,0,3,0,1964,60,1,6,2,1.5,9.03,10.95,6.31,6.62,0.813,0,Stable,648800
Rural,3054,7724,5,3,2.0,0,0,2,0,1996,28,0,8,3,3.6,5.97,23.69,11.28,15.54,0.951,106,Rising,642800
Suburbs,2066,9048,4,2,1.0,1,826,2,0,1974,50,1,7,4,5.1,2.87,18.02,7.27,15.35,0.977,0,Rising,619200
Suburbs,4274,6434,7,4,2.0,1,376,1,1,1955,69,1,8,3,4.8,3.79,13.03,6.17,9.76,1.095,0,Stable,946800
Rural,1977,3225,2,1,2.0,1,739,2,0,1960,64,0,6,2,3.2,7.0,28.96,12.24,20.91,0.961,0,Stable,429500
Industrial,3197,4754,6,3,3.0,1,1378,2,0,1966,58,0,5,2,2.6,7.02,9.85,4.96,6.61,0.855,0,Rising,762600
Industrial,741,4367,1,1,2.0,0,0,1,0,1964,60,0,5,1,1.4,6.39,22.7,10.29,17.01,1.141,0,Rising,222100
Waterfront,3259,3574,5,4,1.0,1,1461,2,1,1965,59,0,5,4,6.8,3.21,5.88,2.75,3.89,1.365,169,Rising,894800
Rural,1439,3734,2,1,2.0,0,0,2,0,2005,19,0,9,2,2.9,7.07,44.32,15.0,30.0,1.049,0,Rising,376000
Downtown,4218,6219,7,5,2.0,1,1330,2,1,2015,9,0,10,4,5.6,2.71,0.64,1.21,2.0,1.214,361,Stable,1123200
Suburbs,4517,6863,8,4,1.0,0,0,3,0,1985,39,0,6,4,4.4,3.74,18.45,9.36,13.4,1.239,106,Rising,952000
Industrial,1195,6973,1,1,2.5,0,0,3,1,1987,37,0,7,3,1.0,6.43,13.05,5.27,8.66,0.875,106,Stable,409100
Rural,2504,8346,3,2,1.5,1,575,1,0,1952,72,0,5,2,3.4,6.82,56.97,15.0,30.0,1.049,0,Declining,483200
Downtown,880,2700,1,1,3.0,0,0,2,0,1967,57,0,5,4,5.0,0.99,2.75,2.48,3.34,1.164,231,Stable,397700
Downtown,1023,7771,1,1,2.0,0,0,0,0,2003,21,0,9,4,5.7,2.0,2.37,2.34,3.34,1.459,474,Stable,461500
Rural,4965,12546,8,5,2.0,1,389,3,0,1966,58,0,7,2,2.4,6.06,30.68,13.44,21.67,0.889,0,Stable,890700
Downtown,4849,9829,8,4,2.0,1,581,1,0,1962,62,0,5,4,5.4,1.97,1.21,2.43,1.62,1.198,354,Declining,1008700
Suburbs,2350,5500,4,2,2.0,1,1494,3,0,2012,12,0,9,3,4.4,4.47,10.31,4.95,10.45,1.021,106,Rising,692100
Suburbs,2567,9413,4,3,2.0,1,937,1,0,1963,61,1,10,3,4.1,4.36,10.64,5.09,10.08,1.225,106,Rising,720300
Rural,4688,8680,8,5,2.5,0,0,2,1,2008,16,0,8,3,2.8,9.23,35.35,15.0,24.1,1.1,106,Stable,846300
Rural,4778,10545,8,5,2.0,1,1167,0,0,1985,39,1,8,2,2.7,5.34,44.16,15.0,27.14,0.955,106,Declining,770800
Suburbs,3546,6687,7,4,3.0,1,761,1,0,1967,57,1,10,4,3.9,4.15,11.02,5.12,10.05,1.026,106,Rising,855500
Rural,2049,7944,3,2,3.0,1,1049,3,0,1954,70,0,6,2,3.8,5.1,48.71,15.0,29.32,0.986,0,Rising,601900
Suburbs,2931,9532,6,4,3.0,1,1496,0,0,1963,61,0,7,3,4.1,6.49,16.0,7.64,13.62,1.08,0,Declining,721600
Suburbs,2820,10007,4,2,2.0,0,0,2,1,1974,50,0,6,3,5.1,6.21,5.34,2.75,4.72,1.156,0,Rising,719300
Rural,4389,10853,8,5,2.0,0,0,0,0,1993,31,1,8,2,3.5,4.37,53.25,15.0,30.0,1.187,0,Rising,905400
Rural,3410,8515,5,3,1.0,1,828,2,0,1988,36,0,8,2,3.6,6.05,30.01,12.8,18.83,1.091,0,Rising,860200
Waterfront,2131,3308,4,3,2.0,1,439,1,0,1961,63,1,7,4,5.6,2.54,11.62,4.79,11.79,1.326,342,Stable,624000
Rural,3590,9987,5,3,1.0,0,0,1,1,2010,14,0,10,3,2.9,5.84,39.86,15.0,27.79,1.025,106,Stable,777100
Rural,1743,5009,4,2,1.0,0,0,3,1,2011,13,0,9,2,2.9,5.67,59.06,15.0,30.0,1.289,0,Rising,482000
Downtown,1533,7183,3,2,1.0,1,810,2,0,2002,22,0,9,5,6.0,3.84,1.77,1.1,5.88,1.237,565,Stable,587900
Suburbs,2060,3043,3,2,2.5,0,0,1,0,2002,22,0,9,4,4.5,6.31,5.26,3.4,3.86,1.223,0,Rising,584400
Suburbs,3323,3763,7,4,2.5,0,0,2,0,1977,47,0,7,4,5.0,5.14,12.25,6.35,11.02,1.26,0,Stable,738900
Suburbs,3112,9186,5,3,2.0,0,0,1,0,1984,40,0,8,4,4.5,5.2,19.95,9.45,15.25,1.145,0,Rising,709800
Industrial,885,2638,1,1,2.0,0,0,1,0,2014,10,0,10,1,3.1,6.66,16.52,7.36,14.02,0.996,0,Rising,241700
Suburbs,864,5642,1,1,2.0,0,0,2,0,1952,72,1,9,3,4.7,5.39,19.42,9.51,13.56,1.093,106,Declining,336600
Industrial,2967,4179,4,3,2.0,0,0,1,0,1992,32,0,7,1,2.2,8.3,15.3,7.21,11.19,0.977,106,Rising,482900
Rural,4047,4433,7,4,1.5,1,1174,2,0,1999,25,0,10,2,3.2,5.68,48.77,15.0,30.0,1.171,106,Stable,728300
Waterfront,2362,4443,3,2,1.5,0,0,2,0,2020,4,0,9,5,7.1,2.22,4.39,3.38,4.63,1.366,454,Declining,541800
Suburbs,3648,10647,6,3,1.5,0,0,2,0,1958,66,1,9,3,4.2,2.28,12.52,5.5,7.72,1.219,106,Rising,920500
Rural,2981,9586,5,3,2.0,0,0,3,0,1985,39,0,8,2,3.7,4.63,58.92,15.0,30.0,1.116,0,Rising,592600
Suburbs,2869,8117,5,3,2.0,0,0,1,0,1972,52,0,6,4,4.1,3.65,17.95,8.26,13.97,1.146,0,Rising,721900
Suburbs,640,6323,1,1,2.0,0,0,1,0,2023,1,0,10,3,4.7,2.88,8.77,5.31,7.38,1.245,0,Rising,433000
Rural,667,5453,1,1,3.0,0,0,1,0,1999,25,0,9,2,2.4,7.22,49.83,15.0,30.0,1.01,106,Stable,258500
Suburbs,1587,2217,2,1,1.0,1,324,1,1,2004,20,1,10,4,4.4,3.98,14.11,7.52,10.07,0.987,0,Rising,476300
Downtown,4608,5046,6,3,1.0,1,808,2,0,1961,63,1,9,4,5.2,3.56,1.1,1.82,4.37,1.408,582,Declining,965900
Rural,3798,10445,6,3,1.5,1,995,2,0,1981,43,0,7,2,3.5,4.79,58.59,15.0,30.0,1.005,106,Declining,704600
Suburbs,3124,5669,6,4,1.0,1,360,2,1,1973,51,1,10,4,4.3,5.73,5.78,3.16,7.56,1.255,106,Declining,751500
Industrial,1685,1960,3,2,1.5,0,0,2,0,2016,8,0,10,1,2.7,7.67,22.97,11.1,17.59,0.939,0,Rising,454400
Industrial,3079,4635,5,3,1.0,1,354,0,1,1976,48,0,7,1,2.0,7.57,17.67,7.96,14.39,0.706,0,Rising,642100
Industrial,2293,8512,3,2,2.0,0,0,2,0,2010,14,0,10,2,2.3,8.22,20.73,9.29,13.7,0.968,0,Rising,503600
Suburbs,2915,10257,6,4,1.0,1,1273,2,0,1968,56,0,6,4,5.7,4.55,8.6,5.0,5.67,0.966,0,Stable,804900
Downtown,1378,7455,1,1,2.0,0,0,2,0,2022,2,0,8,4,5.1,1.7,1.94,1.35,4.97,1.301,254,Rising,506600
Industrial,2185,9170,4,2,2.0,1,1406,1,0,2000,24,0,8,3,1.8,7.84,18.55,8.0,11.62,0.952,0,Stable,561300
Suburbs,2092,9933,5,3,1.0,1,845,2,0,2013,11,0,10,4,4.5,3.22,9.85,5.49,10.82,1.272,0,Stable,640800
Industrial,1260,6382,3,3,2.0,0,0,2,0,1951,73,0,5,1,2.3,7.34,22.86,9.4,18.09,0.998,106,Stable,318000
Industrial,1948,4478,3,2,1.0,1,724,2,1,1985,39,1,7,1,2.8,6.16,19.7,9.53,14.49,0.872,0,Stable,433300
Industrial,1899,6785,2,2,2.5,0,0,2,0,1960,64,0,7,2,2.4,9.08,11.42,5.82,8.61,1.042,0,Stable,383300
Suburbs,4540,10955,8,5,3.0,1,529,2,0,2017,7,0,10,4,4.8,4.97,7.56,4.1,7.17,0.994,0,Rising,1041700
Suburbs,2586,10216,4,2,1.0,1,1216,2,0,2017,7,0,10,5,3.9,5.38,11.12,4.91,10.34,1.119,0,Rising,778800
Industrial,2644,9690,4,3,3.0,0,0,3,0,2013,11,0,10,2,2.5,6.17,9.93,5.54,9.74,0.789,106,Stable,596300
Suburbs,4116,6218,6,3,2.0,0,0,0,0,1950,74,0,4,3,4.9,4.53,10.21,5.69,6.49,1.185,0,Stable,832600
Suburbs,1658,7864,2,1,3.0,0,0,3,0,1975,49,0,6,3,5.1,4.39,6.63,3.62,8.0,1.175,0,Rising,573600
Rural,1576,5789,3,2,2.0,1,948,2,0,1960,64,0,6,2,2.8,6.38,22.44,9.75,16.67,1.038,0,Stable,448300
Industrial,1327,6197,3,2,1.0,0,0,2,0,1951,73,0,6,2,2.3,4.76,15.49,6.69,9.5,0.881,0,Stable,329900
Rural,3127,10470,5,3,3.0,1,811,3,0,1989,35,1,7,1,3.5,8.61,31.63,14.16,20.54,1.16,0,Rising,683100
Rural,3736,8923,6,5,1.0,1,1231,2,0,1953,71,0,5,2,2.3,6.2,59.05,15.0,30.0,1.116,0,Stable,703300
Downtown,942,3201,1,1,1.0,0,0,2,0,1986,38,0,9,4,4.4,3.52,2.54,1.43,2.47,1.248,396,Rising,500400
Rural,2047,2387,2,1,1.0,1,486,1,0,2010,14,0,10,1,2.2,4.67,53.11,15.0,30.0,0.967,0,Rising,439500
Industrial,2979,4968,5,3,1.0,1,1363,1,0,1954,70,0,5,3,1.9,8.84,9.82,5.69,5.96,0.94,0,Stable,647400
Downtown,4259,8085,6,4,2.0,0,0,2,0,1964,60,0,6,5,6.4,4.57,1.97,0.91,5.74,1.223,375,Declining,907000
Suburbs,1126,1342,1,1,2.0,0,0,3,0,2016,8,0,8,3,6.1,5.19,10.26,5.65,6.44,1.04,106,Stable,427500
Industrial,2496,7878,5,3,3.0,1,475,3,0,1975,49,1,9,2,1.7,7.41,16.76,8.41,11.89,1.06,0,Declining,561600
Rural,2673,7221,3,2,1.0,1,1073,2,0,1955,69,1,7,2,2.9,9.05,21.8,10.7,14.11,1.151,106,Stable,551300
Rural,1005,1669,2,2,3.0,0,0,2,0,1993,31,0,9,2,2.6,7.43,41.38,15.0,28.53,1.196,106,Stable,284800
Rural,2173,6844,4,2,3.0,0,0,1,0,2007,17,0,8,2,3.3,4.61,22.91,9.91,17.28,0.991,0,Stable,488300
Suburbs,4340,6367,7,4,1.0,1,1010,3,0,1995,29,0,7,4,4.9,4.44,6.59,4.57,7.99,1.288,0,Rising,1018300
Suburbs,4874,8102,8,5,1.5,1,1125,1,1,1991,33,1,10,3,4.1,4.87,19.37,7.94,14.71,1.294,0,Rising,998000
Waterfront,4827,5546,7,4,2.5,1,888,2,0,1997,27,0,8,5,5.6,2.63,6.34,3.58,6.76,1.187,263,Rising,1067100
Waterfront,2446,8602,5,2,2.0,0,0,2,0,1976,48,0,7,4,5.9,3.19,14.38,6.77,10.66,1.15,232,Stable,678000
Industrial,2078,2367,3,2,2.0,1,1385,2,0,1969,55,1,7,1,3.2,8.81,19.28,8.93,14.75,1.084,0,Stable,471200
Industrial,2995,8010,7,5,2.0,1,580,2,1,2019,5,0,9,2,1.9,6.86,14.4,6.42,9.22,0.92,0,Stable,643600
Suburbs,1371,4422,2,1,2.0,0,0,3,0,1984,40,0,7,2,3.6,3.71,15.26,7.96,12.58,1.077,106,Rising,431800
Suburbs,1178,4221,2,2,1.0,0,0,2,0,1997,27,0,9,5,5.6,2.86,7.48,3.53,5.01,1.232,106,Rising,481300
Waterfront,3501,8426,6,3,2.0,1,1381,3,0,2016,8,0,10,5,6.3,0.5,6.12,3.75,7.98,1.111,460,Rising,849300
Rural,793,2877,1,1,1.0,0,0,0,0,2017,7,0,10,2,2.2,5.88,42.51,15.0,28.03,0.98,106,Rising,237000
Rural,2607,10149,4,2,2.0,1,776,2,0,2001,23,1,9,2,3.2,5.44,28.02,11.74,19.46,0.839,106,Declining,631900
Waterfront,1785,6156,2,1,2.5,1,1015,2,0,2017,7,0,10,4,6.6,2.25,12.14,5.23,10.21,1.166,458,Stable,658200
Industrial,2994,10974,6,4,2.0,1,542,2,0,1953,71,0,6,2,2.4,6.38,12.71,7.0,11.51,0.909,0,Rising,714700
Suburbs,3598,4723,5,2,3.0,0,0,3,1,1988,36,0,9,4,5.6,2.88,15.02,7.13,11.4,1.075,106,Stable,694900
Suburbs,2392,6326,4,2,2.0,1,1235,0,0,1970,54,1,7,3,5.1,3.51,18.16,8.47,13.03,1.107,0,Stable,621300
Downtown,1710,8453,4,2,2.0,1,1137,0,0,2015,9,0,10,4,5.9,3.53,1.5,2.17,2.34,1.02,550,Stable,635800
Rural,4605,10706,8,5,2.0,1,1205,2,0,1965,59,0,7,2,3.1,5.61,28.8,11.68,17.92,0.924,106,Declining,863000
Downtown,2861,4030,4,2,3.0,0,0,0,0,1956,68,1,10,4,5.8,2.69,2.82,2.56,2.64,1.359,325,Stable,745400
Suburbs,4336,5630,7,5,2.0,1,1010,3,1,1958,66,0,7,5,5.3,6.68,17.66,7.39,10.6,1.18,0,Declining,930900
Suburbs,4393,10717,7,4,1.0,1,642,1,0,1966,58,0,6,3,4.6,5.46,12.69,6.56,11.96,1.099,0,Declining,786600
Suburbs,2536,10083,3,1,3.0,0,0,2,0,1961,63,1,6,2,5.3,4.44,17.93,7.45,14.58,1.084,0,Rising,647000
Rural,4957,8352,8,5,2.0,0,0,0,1,2006,18,0,9,2,3.2,6.56,32.23,14.56,20.43,1.102,0,Rising,1038400
Downtown,1329,2933,2,1,1.0,0,0,2,0,1994,30,1,9,5,5.7,2.06,0.9,1.72,0.55,1.234,592,Rising,532500
Downtown,4978,8542,8,5,2.0,1,719,2,0,1960,64,0,6,4,5.5,2.41,1.3,1.29,3.24,1.113,393,Stable,953600
Waterfront,4051,11191,6,3,3.0,1,603,0,0,1962,62,0,8,4,5.8,2.17,10.05,4.74,8.09,1.197,465,Stable,898800
Suburbs,2740,7230,5,3,2.0,1,414,1,1,1980,44,0,7,4,4.9,4.29,17.01,7.1,14.09,1.026,0,Stable,747700
Downtown,2244,6426,5,3,1.5,0,0,2,1,1975,49,0,6,4,6.4,2.86,1.59,2.44,2.97,1.156,456,Rising,658700
Suburbs,3400,7923,6,3,2.5,1,306,3,0,2012,12,0,9,3,5.0,2.81,7.5,3.24,8.82,1.219,106,Stable,775200
Waterfront,741,8539,1,1,2.0,0,0,1,0,1980,44,0,8,3,5.5,3.22,8.24,4.24,5.42,1.308,254,Stable,396000
Suburbs,2055,6268,3,2,2.0,1,478,2,1,1971,53,0,6,4,3.5,3.48,19.85,8.41,13.74,1.253,0,Rising,660100
Rural,2696,8451,6,3,1.0,1,1468,3,0,1955,69,1,5,2,3.5,8.56,44.44,15.0,30.0,1.039,0,Rising,688200
Downtown,1925,6681,3,1,1.0,1,715,2,1,1969,55,1,8,5,7.5,4.42,2.04,1.99,1.28,1.074,172,Stable,711400
Downtown,1813,6726,4,3,2.0,0,0,3,0,1959,65,0,5,4,5.5,0.92,0.94,0.68,2.52,1.1,358,Stable,641900
Suburbs,1759,5051,3,2,2.5,0,0,3,0,1984,40,0,6,3,4.3,3.86,19.28,9.05,12.87,1.197,0,Stable,441900
Suburbs,940,5299,1,1,1.0,0,0,2,0,1975,49,0,6,4,5.2,6.1,16.18,8.46,12.37,1.16,0,Rising,374700
Rural,4428,10936,6,3,1.5,0,0,2,0,2020,4,0,10,3,2.4,7.05,27.63,12.26,17.97,0.909,0,Rising,859800
Rural,2568,4842,5,3,1.0,1,696,1,0,1986,38,0,8,2,4.0,6.36,30.33,13.05,22.55,0.991,0,Stable,549400
Industrial,1303,8981,3,3,2.0,0,0,2,1,1957,67,1,7,1,2.6,4.29,14.57,6.41,13.43,1.165,0,Declining,406400
Suburbs,3029,10384,4,2,1.0,1,1138,2,0,1954,70,0,5,4,4.6,3.91,13.9,5.74,12.59,1.243,0,Declining,656900
Suburbs,2400,2884,4,2,1.0,0,0,2,1,1993,31,1,10,3,4.1,4.42,18.78,7.97,13.26,1.3,0,Stable,568800
Waterfront,1455,7434,2,2,1.0,0,0,2,0,2016,8,0,9,5,6.6,0.5,7.95,4.29,9.72,1.132,115,Declining,559100
Suburbs,2412,9036,4,3,2.0,1,1178,2,0,2021,3,0,10,4,4.4,4.9,13.11,6.75,11.54,1.317,106,Rising,798800
Suburbs,3466,8599,5,3,1.5,0,0,1,1,1998,26,0,8,4,5.2,3.32,18.91,9.32,13.12,1.098,0,Declining,729900
Downtown,4242,9368,8,5,1.0,1,1253,3,0,1985,39,1,9,4,5.9,3.28,0.67,1.86,0.87,1.382,305,Stable,872100
Downtown,782,2169,1,1,3.0,0,0,2,0,1975,49,0,7,6,6.6,3.07,0.9,0.61,3.88,1.261,557,Stable,463600
Industrial,3712,7881,4,2,1.0,1,1438,1,0,1994,30,1,10,2,2.4,6.78,13.1,6.79,11.5,1.038,106,Rising,833800
Waterfront,2117,5282,4,3,1.5,0,0,3,0,2010,14,0,8,5,8.2,3.45,13.12,6.41,8.48,1.319,199,Declining,595400
Rural,1956,6475,4,3,3.0,1,852,2,0,1993,31,0,7,2,3.4,6.59,29.38,12.69,20.38,1.035,106,Stable,485200
Suburbs,2774,3757,4,3,1.5,0,0,2,1,1953,71,0,7,4,4.8,7.43,13.76,6.65,13.19,1.208,0,Rising,645300
Suburbs,4229,11742,7,4,2.0,0,0,2,1,2007,17,0,9,4,4.4,6.3,12.03,4.83,8.85,1.048,0,Rising,929800
Suburbs,4228,11536,8,4,1.0,1,1062,2,0,1975,49,1,8,4,5.3,2.95,12.36,5.08,8.93,1.137,0,Rising,894700
Suburbs,4696,5845,8,4,2.0,1,634,2,0,1978,46,0,7,4,4.4,5.59,11.9,5.81,11.66,1.228,0,Rising,939300
Suburbs,3839,7978,7,4,1.5,1,764,2,0,1958,66,0,5,3,4.1,3.28,17.56,7.37,11.12,1.161,0,Rising,772700
Rural,4291,11688,7,4,2.5,1,1464,2,0,1985,39,0,7,2,2.7,4.84,53.03,15.0,30.0,0.99,0,Stable,849600
Rural,618,862,1,1,1.0,0,0,1,0,1953,71,0,4,2,2.9,4.48,40.04,15.0,27.92,1.048,0,Stable,150800
Suburbs,4003,6013,7,4,1.5,0,0,3,1,2008,16,1,10,4,6.2,3.74,8.01,5.02,6.76,1.014,0,Declining,883100
Industrial,3604,8370,6,4,2.0,1,1303,0,0,1986,38,1,6,1,2.5,8.29,22.8,11.02,14.1,1.08,0,Rising,682200
Rural,1732,4013,3,2,3.0,0,0,3,0,1962,62,0,5,1,2.5,6.44,42.43,15.0,25.55,0.817,0,Rising,432600
Rural,3939,10935,5,2,1.0,0,0,2,1,1969,55,0,6,2,3.8,6.86,35.72,15.0,23.31,1.023,0,Rising,829000
Rural,3911,7609,6,3,2.5,1,466,2,0,1966,58,1,9,2,3.1,2.38,26.85,12.71,19.64,1.101,0,Rising,774900
Suburbs,3972,5001,8,5,1.0,1,1209,3,1,2000,24,1,10,3,5.6,3.89,12.92,6.58,10.19,1.158,0,Stable,935400
Suburbs,1587,3696,2,1,2.0,1,1179,1,0,2004,20,0,9,3,6.0,2.9,5.66,4.19,7.09,1.103,106,Stable,511800
Suburbs,3921,10485,6,4,1.0,0,0,2,0,1982,42,1,8,3,3.6,2.27,6.9,4.04,7.49,1.26,0,Stable,873500
Waterfront,773,6960,1,1,2.0,0,0,2,1,1970,54,0,7,4,4.3,1.06,6.43,4.19,6.72,1.181,396,Rising,545700
Downtown,4341,7122,7,4,1.5,0,0,2,0,1971,53,1,10,5,7.1,3.0,1.87,1.01,5.96,1.393,512,Stable,1031800
Downtown,3652,4543,6,3,1.0,0,0,2,1,1974,50,0,7,4,5.2,3.71,0.68,1.64,4.05,1.204,515,Declining,707100
Downtown,1326,5545,2,1,1.0,0,0,2,1,2016,8,0,9,4,4.5,1.82,0.69,2.14,4.99,1.2,552,Stable,526500
Downtown,4360,10046,7,4,1.0,1,414,2,0,1961,63,0,4,5,5.3,3.62,1.9,1.84,2.35,1.298,133,Declining,950100
Industrial,2475,3606,4,3,3.0,1,868,2,0,1964,60,0,7,1,1.7,8.06,13.6,5.81,11.73,0.944,0,Rising,585800
Rural,4633,9769,7,4,3.0,1,941,2,0,1951,73,0,4,3,2.5,6.65,56.83,15.0,30.0,1.035,106,Rising,953200
Suburbs,1589,8943,3,1,2.0,1,794,2,1,1953,71,1,8,4,5.3,3.14,13.96,7.0,13.0,1.207,0,Declining,579400
Downtown,4344,10578,8,5,1.0,0,0,3,0,1994,30,0,9,4,5.4,2.32,0.77,1.85,3.01,1.102,279,Stable,967900
Suburbs,3286,9155,6,3,1.5,1,1403,2,0,1962,62,0,5,4,3.5,4.56,19.28,8.76,12.97,1.211,106,Rising,830000
Suburbs,1019,7944,1,1,2.0,0,0,0,0,2004,20,0,9,4,4.7,3.31,10.34,4.57,8.13,0.981,0,Rising,416200
Suburbs,1193,8676,2,2,3.0,0,0,2,0,1981,43,1,10,3,4.1,4.94,11.57,6.48,8.04,1.149,0,Stable,463500
Suburbs,2374,8956,3,2,2.0,1,501,1,1,1971,53,1,7,4,4.5,2.84,15.07,7.58,10.14,1.114,0,Stable,619800
Suburbs,3059,6665,6,3,2.5,1,948,1,1,2004,20,1,9,4,4.5,4.62,19.51,8.35,14.06,1.019,106,Stable,766000
Rural,1535,8319,3,2,3.0,0,0,1,1,1966,58,0,7,3,3.6,7.34,44.76,15.0,30.0,1.194,0,Rising,452300
Rural,4408,4755,8,5,2.5,1,1341,0,0,2019,5,0,10,3,2.6,6.48,31.74,13.39,20.0,1.042,0,Stable,842600
Downtown,931,2163,2,1,1.0,0,0,2,0,2000,24,0,8,5,6.2,1.73,0.62,0.87,1.81,1.16,105,Stable,441600
Suburbs,4049,5560,7,4,1.0,0,0,0,0,1957,67,1,7,3,3.6,2.21,6.28,4.24,8.03,1.164,0,Stable,819300
Rural,3302,3889,7,4,2.0,0,0,1,0,2010,14,0,8,2,3.6,4.92,45.98,15.0,29.28,1.274,0,Stable,586000
Suburbs,4606,7927,8,5,2.0,1,1078,0,0,1959,65,0,6,3,5.6,4.75,5.2,2.88,7.93,1.05,0,Stable,983600
Industrial,4468,6541,8,4,1.0,1,639,0,1,1968,56,1,10,1,2.2,6.84,9.68,3.89,7.15,1.041,0,Rising,964100
Rural,4800,8588,8,5,1.0,0,0,1,1,1963,61,1,7,3,2.4,5.53,31.57,13.0,21.15,0.934,0,Stable,884600
Suburbs,801,1916,1,1,2.0,0,0,2,1,2016,8,0,9,3,3.9,4.64,18.28,9.13,11.45,1.198,0,Rising,384800
Downtown,3097,5175,5,3,2.0,1,373,3,1,2004,20,0,9,4,5.6,0.53,1.8,2.52,6.04,1.159,579,Rising,930600
Rural,2442,9423,4,3,1.0,1,415,3,1,2010,14,0,8,2,3.9,5.94,39.55,15.0,28.18,1.009,0,Rising,663700
Downtown,2466,10420,5,3,2.0,0,0,3,0,2005,19,0,9,4,5.4,1.59,2.75,1.71,5.74,1.241,407,Rising,814900
Rural,2596,6544,5,3,2.0,1,425,1,1,2012,12,0,8,3,3.8,4.63,54.63,15.0,30.0,1.157,106,Stable,636900
Industrial,1509,1986,4,2,2.0,1,956,1,0,1960,64,1,8,1,1.5,6.47,10.75,6.09,11.3,0.828,0,Rising,452900
Rural,4905,7082,8,5,1.0,1,1499,0,0,1996,28,0,9,3,2.8,9.22,37.98,15.0,27.43,1.195,0,Rising,1071900
Suburbs,3789,5848,5,3,2.0,1,963,2,0,1955,69,1,7,4,4.6,4.93,9.89,4.98,8.11,0.958,0,Declining,763800
Rural,1370,4606,1,1,2.0,0,0,0,0,1983,41,0,8,2,3.2,4.89,32.97,14.65,23.19,1.058,0,Rising,340200
Suburbs,3755,7326,6,4,1.0,0,0,2,0,2014,10,0,10,4,4.4,5.62,11.36,4.96,11.78,1.156,0,Rising,931100
Suburbs,3101,9222,6,3,2.0,0,0,1,0,2013,11,0,9,4,5.5,2.6,13.38,5.86,10.08,1.137,0,Stable,684000
Industrial,3314,10246,7,4,1.5,0,0,1,0,2015,9,0,10,3,3.2,8.9,9.34,4.45,6.17,0.979,0,Rising,840200
Suburbs,4185,10314,7,4,1.0,1,932,3,1,1980,44,1,10,3,4.5,3.11,10.94,5.68,10.9,1.202,0,Stable,1062000
Industrial,2228,9220,3,2,1.5,0,0,2,1,2011,13,0,9,2,2.0,7.21,9.43,5.41,8.04,1.021,0,Rising,581100
Industrial,986,5899,1,2,1.0,0,0,2,0,2003,21,0,8,2,1.9,9.59,17.15,7.95,15.22,0.957,0,Rising,346000
Suburbs,4021,9947,8,5,1.0,1,1145,2,0,1957,67,0,5,4,5.4,3.75,15.6,6.51,12.11,1.22,0,Declining,866300
Downtown,4608,6990,7,5,2.5,1,994,3,0,1991,33,0,8,5,5.2,5.12,0.95,1.27,0.72,1.202,428,Rising,1005300
Downtown,4693,9568,8,5,1.0,1,849,2,0,1990,34,1,9,5,4.6,2.83,0.58,0.49,2.81,1.234,396,Rising,1068500
Downtown,4963,6333,8,5,3.0,1,1228,3,0,2008,16,0,9,5,4.7,2.81,1.34,0.71,4.39,1.341,302,Rising,1207400
Downtown,3066,3755,6,4,2.0,1,415,1,1,1989,35,0,7,4,6.1,1.85,1.17,1.65,0.83,1.344,232,Rising,837200
Rural,2882,5607,6,4,1.0,1,1331,2,0,1971,53,0,5,3,2.0,7.94,25.83,12.24,17.57,1.13,106,Rising,730500
Downtown,2456,3838,5,3,1.0,0,0,2,0,1973,51,1,10,4,5.4,2.32,1.43,2.25,1.64,1.122,521,Rising,729100
Suburbs,2598,7277,4,2,2.0,1,603,2,0,1987,37,1,7,2,4.7,6.45,16.21,8.03,12.94,1.193,0,Stable,590300
Waterfront,1836,6294,5,3,2.0,1,1039,3,0,1951,73,1,8,3,4.8,1.75,13.3,6.77,12.77,1.296,579,Stable,623400
Downtown,4744,7432,8,6,1.0,1,387,3,0,1990,34,0,8,4,5.8,2.37,0.54,2.01,3.45,1.402,192,Stable,1062500
Waterfront,1750,3826,2,1,1.0,1,1333,2,0,1968,56,0,6,4,5.8,3.7,9.0,5.11,8.87,1.329,201,Stable,503900
Suburbs,4918,10426,8,4,2.0,1,607,2,1,1951,73,0,5,4,3.3,4.04,16.55,7.87,11.91,1.087,0,Stable,882700
Downtown,2031,4693,4,2,1.0,0,0,2,0,2011,13,0,8,3,5.8,3.26,1.43,1.3,3.67,1.187,447,Declining,524200
Rural,2419,8077,4,2,2.5,1,1101,3,0,1965,59,0,7,2,3.3,4.68,43.34,15.0,28.72,0.771,0,Stable,614000
Rural,2924,4754,4,3,2.0,0,0,2,0,1971,53,0,6,3,3.1,6.38,45.23,15.0,30.0,1.017,0,Declining,490800
Industrial,1730,7230,3,2,1.5,0,0,0,0,1963,61,0,7,2,2.7,7.53,12.72,6.94,11.92,0.938,0,Stable,396800
Rural,3258,3745,5,3,1.0,1,955,2,0,2005,19,1,10,2,3.2,8.32,55.47,15.0,30.0,0.973,106,Stable,640500
